Last Name, First Name, Middle Name,Suffix,Entity Name,Formatted Name,Attention,Address Line 1,Address Line 2,City,State,County,Mail Zip Code,Mail Zip Code + 4,License Type,Sub Category,License Number,License First Issue Date,License Last Renewed Date,License Expiration Date, License Status Description,Specialty,Title,Degree(s),Case Number,Program Action,Discipline Effective Date,Discipline Complete Date,
,,,,Universal Beauty Center,Universal Beauty Center,,1010 S Federal Blvd,,Denver,CO,Denver,80219,0219,REG,,3034,03/25/2008,03/25/2008,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Up North Salon,Up North Salon,,17450 CR 501,,Bayfield,CO,La Plata,81122,1122,REG,,3602,08/03/2009,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Uptown Concept,Uptown Concept,,23 E. Kiowa St.,,Colorado Springs,CO,El Paso,80903,0903,REG,,120062320,03/01/1977,12/01/2003,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Uptown Hair Design,Uptown Hair Design,,1636 E. Evans,,Denver,CO,Denver,80210,0210,REG,,182050770,02/05/1991,11/24/2000,11/24/2000,Expired,Fixed Location,,,,,,,
,,,,Urban Hairstylists,Urban Hairstylists,,1400 S Havana St,,Aurora,CO,Arapahoe,80012,4014,REG,,170002600,02/01/1977,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,"Urban Pearl Salon & Spa, Inc.","Urban Pearl Salon & Spa, Inc.",,1537 Pearl St,,Boulder,CO,Boulder,80302,0302,REG,,1660,04/22/2005,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Urbane Salon Company,Urbane Salon Company,,1224 Automation Dr,,Windsor,CO,Weld,80550,3163,REG,,2000033731,02/24/2021,12/01/2023,11/30/2025,Expired,,,,,,,,
,,,,"Us Nails, Inc","Us Nails, Inc",,528 MALLEY DR,,NORTHGLENN,CO,,80233,0233,REG,,130032728,05/24/2002,05/24/2002,11/30/2003,Expired,Fixed Location,,,,,,,
,,,,V.I.P. Salon & Spa,V.I.P. Salon & Spa,,445 Poncha AVe,,Alamosa,CO,Alamosa,81101,1101,REG,,4297,04/19/2011,04/19/2011,11/30/2011,Expired,Fixed Location,,,,,,,
,,,,Vail Salon,Vail Salon,,1031 S Frontage Rd W,,Vail,CO,Eagle,81657,5099,REG,,2000034085,10/12/2021,12/01/2023,11/30/2025,Expired,,,,,,,,
,,,,Shannon Coffey,Shannon Coffey,,19557 E PARKER SQ DR SUITE 103,,PARKER,CO,,80134,0134,REG,,111034043,05/05/1999,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,Shantel's Family Hair Salon,Shantel's Family Hair Salon,,316 E. Hwy 6 & 50,,Fruita,CO,Mesa,81521,1521,REG,,1624,04/12/2005,12/01/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Sharon Diane Inc.,Sharon Diane Inc.,,7777 E HAMPDEN,,DENVER,CO,,80231,0231,REG,,183052775,09/20/1999,12/01/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Sharon Wanstrath,Sharon Wanstrath,,128 E. 9th St.,,Durango,CO,La Plata,81301,1301,REG,,70010863,11/03/1992,06/20/2001,06/20/2001,Expired,Fixed Location,,,,,,,
,,,,Sharp Shooters Hair & Nail Salon,Sharp Shooters Hair & Nail Salon,,455 S. Grand Mesa Dr.,,Cedaredge,CO,Delta,81413,1413,REG,,80008310,09/29/1998,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,Shawna S Orr,Shawna S Orr,,890 ORCHARD,,CANON CITY,CO,,81212,1212,REG,,50007741,12/18/1992,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,She Loves Hair Salon,She Loves Hair Salon,,12045 Pecos St,,Westminster,CO,Adams,80234,2073,REG,,2000033111,04/24/2020,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Shea Shea's Lil'Cuts & Beyond LLC,Shea Shea's Lil'Cuts & Beyond LLC,,3355 YARROW ST,,LAKEWOOD,CO,,80227,0227,REG,,210026082,05/30/1997,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,"Sheaff, Sheaff","Sheaff, Sheaff",,1000 Depot Hill Rd Ste F,,Broomfield,CO,Broomfield,80020,6710,REG,,260006400,12/14/1981,07/02/2002,07/02/2002,Expired,Fixed Location,,,,,,,
,,,,Shear Beauty,Shear Beauty,,4697 E EVANS AVENUE #103,,DENVER,CO,,80210,0210,REG,,183050926,08/21/1985,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Shear Bliss Studio,Shear Bliss Studio,,1461 E Eisenhower Blvd Ste 113,,Loveland,CO,Larimer,80537,3927,REG,,2000033258,06/10/2020,02/09/2024,11/30/2025,Expired,,,,,,,,
,,,,Shear Cuts Etc,Shear Cuts Etc,,303 1/2 E MAIN ST,,CORTEZ,CO,,81321,1321,REG,,70009203,02/25/1986,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Shear Designs & Colors,Shear Designs & Colors,,6155 S Main St,,Aurora,CO,Arapahoe,80016,5363,REG,,2000029597,12/30/2014,12/30/2014,03/25/2015,Expired,Fixed Location,,,,,,,
,,,,Shear Grace,Shear Grace,,1141 N 25th St Ste F,,Grand Junction,CO,Mesa,81501,6560,REG,,2000036748,07/02/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Off The Top,Off The Top,,1101 Hera Ct,,Lafayette,CO,Boulder,80026,0026,REG,,10023343,01/13/1995,11/30/2000,11/30/2000,Expired,,,,,,,,
,,,,Olan Mills Glamour Studio,Olan Mills Glamour Studio,,CROSSROADS MALL,1600-28TH ST SP #C-2,BOULDER,CO,,80301,0301,REG,,260004694,07/09/1993,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Old Soul Designs Ltd.,Old Soul Designs Ltd.,,7301 S Santa Fe Dr Unit 630,,Littleton,CO,Arapahoe,80120,2980,REG,,2000035883,11/07/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Old Town Hair Co.,Old Town Hair Co.,,3501 S. Mason,,Fort Collins,CO,Larimer,80522,0522,REG,,10015300,04/09/2001,11/30/2002,11/30/2002,Expired,Fixed Location,,,,,,,
,,,,Ole' Beauty Salon,Ole' Beauty Salon,,2303 E Platte Ave,,Colorado Springs,CO,El Paso,80909,0909,REG,,2064,02/17/2006,02/17/2006,08/07/2007,Cancelled,Fixed Location,,,2006-3392,CLS Stipulation,06/07/2006,11/09/2007,
,,,,Olivine Salon,Olivine Salon,,"103 E Adams Ave, PO Box 2284",,Breckenridge,CO,Summit,80424,0424,REG,,3144,07/09/2008,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,On Broadway Skin and Nail Studio,On Broadway Skin and Nail Studio,,240 So Broadway # 106,,Denver,CO,Denver,80209,0209,REG,,1967,12/28/2005,12/28/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,On Stage Cuts & Styles,On Stage Cuts & Styles,,910 16th St Ste 523,,Denver,CO,Denver,80202,2919,REG,,2000034611,09/22/2022,12/01/2025,11/30/2027,Active,,,,2022-4534,CLS Stipulation,09/22/2022,,
,,,,On Stage Cuts & Styles,On Stage Cuts & Styles,,910 16th St Ste 523,,Denver,CO,Denver,80202,2919,REG,,2000034611,09/22/2022,12/01/2025,11/30/2027,Active,,,,2022-7416,CLS Letter of Admonition,12/06/2022,,
,,,,On the Edge Salon,On the Edge Salon,,347 Garrett Drive,,Trinidad,CO,Las Animas,81082,1082,REG,,2613,04/10/2007,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Onyx Designs,Onyx Designs,,502 W 7TH,,WALSENBURG,CO,,81089,1089,REG,,50038737,07/14/1995,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Ooh La La Salon & Spa,Ooh La La Salon & Spa,,418 Main Street Suite B,,Canon City,CO,Fremont,81212,4501,REG,,2000032558,04/15/2019,04/09/2020,11/30/2021,Expired,Fixed Location,,,,,,,
,,,,Oohmynails Natali Co,Oohmynails Natali Co,,5355 S Ukraine Way,,Aurora,CO,Arapahoe,80015,6566,REG,,2000036469,02/18/2025,02/18/2025,11/30/2025,Expired,,,,,,,,
,,,,Opi Nails,Opi Nails,,8086 W BOWLES AVE,,LITTLETON,CO,,80123,0123,REG,,200027431,05/06/1999,11/30/2001,11/30/2001,Expired,Fixed Location,,,2006-653,CLS Stipulation,12/14/2005,,
,,,,Waxing the City #1,Waxing the City #1,,1664 Market St,,Denver,CO,Denver,80202,1514,REG,,921,12/16/2003,12/01/2015,11/30/2017,Expired,Fixed Location,,,,,,,
,,,,Wayne Bachus Salon Studio,Wayne Bachus Salon Studio,,299 Detroit St Suite 120,,Denver,CO,Denver,80206,0206,REG,,2080,02/27/2006,02/27/2006,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,We'Ve Got The Look!,We'Ve Got The Look!,,397 RIDGES BLVD,,GRAND JUNCTION,CO,,81503,1503,REG,,90019614,04/01/1994,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,Wendy's Salon,Wendy's Salon,,814 W Platte Ave,,Fort Morgan,CO,Morgan,80701,0701,REG,,20016450,05/14/2001,12/01/2004,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,West End Med Spa,West End Med Spa,,220 W Main St,,Aspen,CO,Pitkin,81611,1611,REG,,2000033373,07/24/2020,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,West Of The Rockies,West Of The Rockies,,225 S 9th St,,Grand Junction,CO,Mesa,81501,3614,REG,,90018638,11/30/1995,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Western Wildflower Esthetics LLC,Western Wildflower Esthetics LLC,,2208 73rd Ave,,Greeley,CO,Weld,80634,0634,REG,,2000033714,02/18/2021,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,WetzigBarbers,WetzigBarbers,,5068 Utopia Ct,,Denver,CO,Denver,80239,4390,REG,,2000037116,01/22/2026,01/22/2026,11/30/2027,Active,,,,,,,,
,,,,Wheat Ridge Barbers,Wheat Ridge Barbers,,4397 Wadsworth Blvd.,,Wheat Ridge,CO,Jefferson,80033,0033,REG,,230041740,01/01/1977,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,White Cactus Salon,White Cactus Salon,,400 S Townsend Ave,,Montrose,CO,Montrose,81401,5750,REG,,2000035378,01/31/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,White Star Barber Shop,White Star Barber Shop,,115 N 6th St,,Grand Junction,CO,Mesa,81501,1501,REG,,90018460,09/01/1977,11/30/2002,11/30/2002,Expired,,,,,,,,
,,,,Whitney's Studio One,Whitney's Studio One,,331 6th Ave. (Main Floor),,Ouray,CO,Ouray,81427,1427,REG,,70033580,05/01/1977,02/28/1999,02/28/1999,Expired,Fixed Location,,,,,,,
,,,,Wild Root Esthetics,Wild Root Esthetics,,8295 Ralston Rd,Suite 107,Arvada,CO,Jefferson,80002,0002,REG,,2000034592,09/14/2022,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Wild Sage Salon,Wild Sage Salon,,211 Palmer St,,Delta,CO,Delta,81416,1733,REG,,2000035978,11/12/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Wild West Hair LLC,Wild West Hair LLC,,318 Elk Ave.,,Crested Butte,CO,Gunnison,81224,1224,REG,,2644,05/08/2007,05/08/2007,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Valley Manor Nursing Home,Valley Manor Nursing Home,,4601 E ASBURY CIR,,DENVER,CO,,80222,0222,REG,,183900215,09/01/1977,02/28/1999,02/28/1999,Expired,Fixed Location,,,,,,,
,,,,Valyry Finnerty,Valyry Finnerty,,14500 W Colfax Ave Unit 551A,#118,Lakewood,CO,Jefferson,80401,3236,REG,,2000034164,11/23/2021,11/23/2021,11/30/2023,Expired,,,,,,,,
,,,,Van Allen Studio,Van Allen Studio,,2184 South Sherman,,Denver,CO,Denver,80201,0201,REG,,4639,01/30/2012,01/30/2012,11/30/2013,Expired,Temporary Shop,,,,,,,
,,,,Van Spa Nails LLC,Van Spa Nails LLC,,906 Steamboat Blvd,,Steamboat Springs,CO,Routt,80487,9077,REG,,2000035299,11/30/2023,11/30/2023,11/14/2025,Voluntary Surrender,,,,2024-2162,CLS Voluntary Surrender/Relinquishment,11/14/2025,,
,,,,Velustra Skin Bar and Aesthetics,Velustra Skin Bar and Aesthetics,,2735 N Steele St,,Denver,CO,Denver,80205,4843,REG,,2000036753,07/08/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,VENETIAN NAILS & SPA,VENETIAN NAILS & SPA,,14500 W Colfax Ave Ste 327,,Golden,CO,Jefferson,80401,0401,REG,,1709,05/12/2005,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Venus,Venus,,16025 E Lehigh Cir,,Aurora,CO,Arapahoe,80013,0013,REG,,3641,09/04/2009,09/04/2009,11/30/2011,Expired,Fixed Location,,,,,,,
,,,,Venus Escape,Venus Escape,,18 Garden Ctr,,Broomfield,CO,Broomfield,80020,1730,REG,,2000036096,11/19/2024,11/19/2024,11/30/2025,Expired,,,,,,,,
,,,,Verona Nails & Spa LLC,Verona Nails & Spa LLC,,8156 S Wadsworth Blvd Unit H,,Littleton,CO,Jefferson,80128,9114,REG,,2000028431,10/29/2012,12/01/2025,11/30/2027,Active,Fixed Location,,,2018-491,CLS Stipulation,02/20/2018,02/20/2018,
,,,,Veronica Rose Esthetics,Veronica Rose Esthetics,,7841 Wadsworth Blvd,,Arvada,CO,Jefferson,80003,2107,REG,,2000035867,11/06/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,"Vescent Whole Beauty Studio, LLC","Vescent Whole Beauty Studio, LLC",,2563 16th St,,Denver,CO,Denver,80211,0211,REG,,277,12/02/2002,12/01/2005,11/30/2007,Cancelled,Fixed Location,,,,,,,
,,,,Vi's Hair Design,Vi's Hair Design,,334 - 5th St,PO Box 145,Frederick,CO,Weld,80530,0530,REG,,11017100,12/10/1979,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,Vicky's Country Cuts,Vicky's Country Cuts,,46469 Sundance Trail,,Parker,CO,Douglas,80134,0134,REG,,111034070,11/02/1989,12/01/2007,11/30/2009,Expired,,,,,,,,
,,,,"Victoria's Salon II, Inc","Victoria's Salon II, Inc",,2627 W 10th St,,Greeley,CO,,80634,0634,REG,,2000031221,12/27/2017,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,"Shear Lana, LLC","Shear Lana, LLC",,9049 Forsstrom Dr Ste 123,,Lone Tree,CO,Douglas,80124,8440,REG,,2000036120,11/20/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Shear Perfection,Shear Perfection,,1077 E. 15th Ave.,,Broomfield,CO,Broomfield,80020,0020,REG,,260006302,02/02/1999,12/01/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Shear Pleasure Hair Designs,Shear Pleasure Hair Designs,,9210 W ALAMEDA,,LAKEWOOD,CO,,80226,0226,REG,,210024425,06/26/1992,11/22/2002,11/30/2004,Expired,Fixed Location,,,,,,,
,,,,"Shear Productions, Inc.","Shear Productions, Inc.",,303 16TH STREET SUITE 150,,DENVER,CO,,80202,0202,REG,,182043919,06/09/1989,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Shear Sensation Salon at Water Valley Senior Living Resort,Shear Sensation Salon at Water Valley Senior Living Resort,,805 Compassion Dr,,Windsor,CO,Weld,80550,0550,REG,,3223,08/27/2008,08/27/2008,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Shear Success,Shear Success,,79050 U.S. HGWY 40 UNIT 7A,PO BOX 1665,WINTER PARK,CO,,80482,0482,REG,,218,11/29/2002,12/01/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Shear Tanning,Shear Tanning,,3493 SO DOWNING,,ENGLEWOOD,CO,,80110,0110,REG,,190012375,02/07/1991,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Shear to Stone,Shear to Stone,,628 26 1/2 Rd,,Grand Junction,CO,Mesa,81506,1932,REG,,2000034716,11/30/2022,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Shear Visions Styling Salon,Shear Visions Styling Salon,,120 W 1st St,,Salida,CO,Chaffee,81201,2002,REG,,60035001,01/13/1986,04/03/2001,04/03/2001,Expired,Fixed Location,,,,,,,
,,,,Shelly Caudillo,Shelly Caudillo,,10275 N WASHINGTON,,THORNTON,CO,,80229,0229,REG,,140037956,05/01/1997,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Sherry's Golden Shears,Sherry's Golden Shears,,969 WALNUT,,ROCKY FORD,CO,,81067,1067,REG,,40034875,08/07/1987,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,Shine in the City,Shine in the City,,3030 E Colfax Ave,,Denver,CO,Denver,80206,0206,REG,,4668,02/24/2012,02/24/2012,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Shirley M Vance,Shirley M Vance,,2343 Quitman St,,Denver,CO,Denver,80212,0212,REG,,181056304,04/07/1995,12/01/2007,11/30/2009,Expired,,,,,,,,
,,,,Shirley's Beauty Salon,Shirley's Beauty Salon,,7530 Wilson Ct.,,Westminster,CO,Adams,80030,0030,REG,,250040460,04/01/1977,12/01/2005,11/30/2007,Expired,Fixed Location,,,,,,,
,,,,Opi Nails,Opi Nails,,8086 W BOWLES AVE,,LITTLETON,CO,,80123,0123,REG,,200027431,05/06/1999,11/30/2001,11/30/2001,Expired,Fixed Location,,,M2002-1602000154,Stipulation,03/25/2005,03/25/2005,
,,,,Orchid Room,Orchid Room,,463 Main Street,,Delta,CO,Delta,81416,1416,REG,,80010340,07/01/1977,12/01/2004,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Orchidee Salon and Spa,Orchidee Salon and Spa,,1015 W. Horsetooth Rd Ste 111,,Fort Collins,CO,,80526,0526,REG,,2000028361,08/29/2012,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Organic Natural Hair Salon,Organic Natural Hair Salon,,3161 Madison Ave,,Boulder,CO,Boulder,80303,2058,REG,,2000032345,12/04/2018,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Origins Cherry Creek North,Origins Cherry Creek North,,2800 E 2nd Ave Unit 109,,Denver,CO,Denver,80206,0206,REG,,3205,08/19/2008,08/19/2008,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Origins Salon,Origins Salon,,880 W Happy Canyon Rd Unit 104,,Castle Rock,CO,Douglas,80108,3913,REG,,2000035590,05/30/2024,05/30/2024,11/30/2025,Expired,,,,,,,,
,,,,"Oszust, Oszust","Oszust, Oszust",,RIVERWALK 34253 US HWY 6,,EDWARDS,CO,,81632,1632,REG,,90011400,10/13/1999,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,OT Medical Colorado,OT Medical Colorado,Attn: Gregory Buford,9623 E County Line Rd,,Englewood,CO,Arapahoe,80112,3502,REG,,2000037115,01/22/2026,01/22/2026,11/30/2027,Active,,,,,,,,
,,,,OT Medical Colorado,OT Medical Colorado,Dr. Gregory Buford,327 S Saulsbury St,,Lakewood,CO,Jefferson,80226,3404,REG,,2000037114,01/22/2026,01/22/2026,11/30/2027,Active,,,,,,,,
,,,,Out And About Hair & Nail Company,Out And About Hair & Nail Company,,1201 W Abriendo Ave,,Pueblo,CO,Pueblo,81004,1004,REG,,1180,05/12/2004,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Outliers,Outliers,,9140 Westview Rd,,Lone Tree,CO,Douglas,80124,5151,REG,,2000032177,11/19/2018,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Outwest Hair And Nail Design,Outwest Hair And Nail Design,,1506 N. LINCOLN AVE,,LOVELAND,CO,,80538,0538,REG,,10030625,01/09/1998,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,PAC Northfield LLC,PAC Northfield LLC,,8340 E Northfield Blvd Unit 1675,,Denver,CO,Denver,80238,3184,REG,,2000031338,03/20/2018,03/20/2018,11/30/2019,Expired,Fixed Location,,,,,,,
,,,,Wink Lashes Old Town,Wink Lashes Old Town,,421 S Mason St,,Fort Collins,CO,Larimer,80524,2908,REG,,2000036457,02/11/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Wolf Nastys Barbershop,Wolf Nastys Barbershop,,1400 S Federal Blvd,,Denver,CO,Denver,80219,4721,REG,,2000037103,01/15/2026,01/15/2026,11/30/2027,Active,,,,,,,,
,,,,Woodruff's Barbershop,Woodruff's Barbershop,,1702 1/2 W. Colorado Ave.,,Colorado Springs,CO,El Paso,80904,0904,REG,,120061010,06/11/1980,12/01/2003,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Woodward Governor Co Barber Shop,Woodward Governor Co Barber Shop,,1000 EAST DRAKE,,FT. COLLINS,CO,,80525,0525,REG,,10014721,05/01/1977,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Woonoh Hair Salon,Woonoh Hair Salon,,1125 E. Colfax Ave.,,Denver,CO,Denver,80203,0203,REG,,182048298,03/30/1999,11/30/2002,11/30/2002,Expired,Fixed Location,,,,,,,
,,,,XAAK's Barbershop 2,XAAK's Barbershop 2,,136 W 4th St,,Loveland,CO,,80537,0537,REG,,2000036745,07/01/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Xclusive Barber Shop,Xclusive Barber Shop,,712 13th St,,Greeley,CO,Weld,80631,4613,REG,,2000033241,06/05/2020,12/01/2021,11/30/2023,Voluntary Surrender,,,,2020-3209,CLS Stipulation,11/13/2020,11/13/2020,
,,,,Xriz LLC,Xriz LLC,,2310 Vickers Dr,,Colorado Springs,CO,El Paso,80918,1981,REG,,2000032723,08/13/2019,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Y'alls Barbershop,Y'alls Barbershop,,6001 S Willow Dr,Studio 22,Greenwood Village,CO,Arapahoe,80111,5111,REG,,2000032756,09/17/2019,12/01/2025,11/30/2027,Active,Fixed Location,,,,,,,
,,,,"Yacht Club Designers, Inc.","Yacht Club Designers, Inc.",,6790 SHERIDAN BLVD UNIT A,,ARVADA,CO,,80003,0003,REG,,250040270,05/04/1988,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Yemaya,Yemaya,,202 S Mason St,,Fort Collins,CO,Larimer,80524,2813,REG,,2000031725,09/24/2018,02/11/2026,11/30/2027,Active,Fixed Location,,,,,,,
,,,,Yong's Salon,Yong's Salon,,589 Concerto Dr.,,Colorado Springs,CO,El Paso,80906,0906,REG,,120062609,05/12/1987,12/01/2003,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Your Place or Mine Nail Services,Your Place or Mine Nail Services,,51027 U.S. Highway 6 & 24,,Glenwood Springs,CO,Garfield,81602,1602,REG,,90017431,08/28/1996,11/30/2001,11/30/2001,Expired,Fixed Location,,,,,,,
,,,,Zelma's Beauty Salon,Zelma's Beauty Salon,,18.4 COUNTY ROAD,P.O. BOX 94,WESTON,CO,,81091,1091,REG,,50068130,02/08/1989,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Shirley's Shop,Shirley's Shop,,1632 29th Ave.,,Greeley,CO,Weld,80634,0634,REG,,11021140,10/01/1977,11/30/2002,11/30/2002,Expired,Fixed Location,,,,,,,
,,,,Shorty’s Barbershop LLC,Shorty’s Barbershop LLC,,4107 W 4th Street Rd,,Greeley,CO,Weld,80634,1438,REG,,2000036098,11/19/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Signature Health Systems LLC,Signature Health Systems LLC,,1521 Main Ave,,Durango,CO,La Plata,81301,1301,REG,,2248,06/13/2006,12/01/2007,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Silhouette Hair Styles,Silhouette Hair Styles,,301 E 7TH ST,,AKRON,CO,,80702,0702,REG,,20000100,02/01/1977,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Silk Hair Incorporated,Silk Hair Incorporated,,1155 S Havana St Unit 9,,Aurora,CO,Arapahoe,80012,4017,REG,,227,11/07/2002,02/17/2022,11/30/2023,Expired,Fixed Location,,,2022-2431,CLS Letter of Admonition,05/04/2022,,
,,,,Silver City Clippers,Silver City Clippers,,516 HARRISON AVE,,LEADVILLE,CO,,80461,0461,REG,,80027160,01/01/1977,12/21/2001,12/21/2001,Expired,Fixed Location,,,,,,,
,,,,Simply Nails and Hair,Simply Nails and Hair,,823 W. Colorado,,Colorado Springs,CO,El Paso,80905,0905,REG,,120060923,02/17/1999,11/30/2002,11/30/2002,Expired,Fixed Location,,,,,,,
,,,,Simply Nails Hand & Foot Spa,Simply Nails Hand & Foot Spa,,617 6th St  Ste 16,,Alamosa,CO,Alamosa,81101,1101,REG,,2073,02/27/2006,05/23/2008,11/30/2009,Expired,Fixed Location,,,,,,,
,,,,Simply You Inc,Simply You Inc,,901 Broad St,,Milliken,CO,Weld,80543,0543,REG,,4522,10/13/2011,10/13/2011,11/30/2013,Expired,Fixed Location,,,,,,,
,,,,Sinha Corporation,Sinha Corporation,,"155 HARVARD, #100",,FT COLLINS,CO,,80525,0525,REG,,10014983,01/17/1996,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,Sinners Limited Liability Company,Sinners Limited Liability Company,,1872 S Broadway,,Denver,CO,Denver,80210,3104,REG,,2000035561,05/13/2024,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Sinners Limited Liability Company,Sinners Limited Liability Company,,5056 Federal Blvd,,Denver,CO,Denver,80221,1140,REG,,2000036520,03/12/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,SIRIPI LLC,SIRIPI LLC,,3333 Clark St,,Alamosa,CO,Alamosa,81101,2092,REG,,2000036768,07/22/2025,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Sistas-n-Style,Sistas-n-Style,,825 N Circle,,Colorado Springs,CO,El Paso,80909,0909,REG,,3443,04/03/2009,12/01/2009,11/30/2011,Expired,Fixed Location,,,,,,,
,,,,Loretta's Country Cut-Ups,Loretta's Country Cut-Ups,,701 SOUTH FIE,,YUMA,CO,,80759,0759,REG,,20042600,11/01/1977,11/30/1998,11/30/1998,Expired,Fixed Location,,,,,,,
,,,,Loretta's Salon,Loretta's Salon,,1902 E San Fafael,,Colorado Springs,CO,El Paso,80909,0909,REG,,120063994,05/29/1991,12/01/2001,11/30/2003,Expired,,,,,,,,
,,,,Lorie L Nutter,Lorie L Nutter,,2822 1/2 Elm Ave,,Grand Junction,CO,Mesa,81501,1501,REG,,90018918,02/25/1999,11/30/2000,11/30/2000,Expired,Fixed Location,,,,,,,
,,,,Lorraine's (Hand-N-Feet),Lorraine's (Hand-N-Feet),,132 W B St,,Pueblo,CO,Pueblo,81002,1002,REG,,1039,02/24/2004,02/24/2004,11/30/2005,Expired,Fixed Location,,,,,,,
,,,,Lou Rose Salon LLC,Lou Rose Salon LLC,,941 Lincoln Ave,,Steamboat Springs,CO,Routt,80487,0487,REG,,2000033145,05/22/2020,12/01/2025,11/30/2027,Active,,,,,,,,
,,,,Lou's Beauty Salon,Lou's Beauty Salon,,1103 Norwood,,Colorado Springs,CO,El Paso,80906,0906,REG,,20063100,05/01/1977,12/01/2009,11/30/2011,Expired,Fixed Location,,,,,,,
,,,,Louis' Barber Shop,Louis' Barber Shop,,225 E 13th Ave,,Denver,CO,Denver,80203,2203,REG,,182043590,07/01/1977,07/01/1977,11/30/1998,Expired,Fixed Location,,,,,,,
